DMEM: 19835 3800 1 105956:0 0:0 15631:15631 0:0 13378:13378 49192:49192 26558:26558 31:4:0:4 _copy
DMEM: 6665 3813 1 105956:0 0:0 25824:53862 25823:25842 25824:47486 75158:150175 27707:80090 10:4:0:4 _boolean_not_q
DMEM: 6297 3813 1 105956:0 0:0 15631:32713 19:19 13378:26337 75158:190376 66026:120291 10:4:0:4 _boolean_not_q
DMEM: 6067 3813 1 105956:0 0:0 15631:28037 19:19 13378:21661 75158:124350 27707:54265 5:2:0:2 _external_q
DMEM: 4222 3813 1 105956:0 0:0 15631:28037 19:19 13378:21661 75158:124350 27707:54265 3:2:0:2 _external_q
DMEM: 4214 3813 1 105956:0 0:0 15631:28037 19:19 13378:21661 75158:124350 27707:54265 3:2:0:2 _internal_q
DMEM: 4004 3813 1 105956:0 0:0 15631:28037 19:19 13378:21661 75158:124350 27707:54265 3:2:0:2 _off_grid_xy_q
DMEM: 21090 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 74:1:0:1 _tag_violation
DMEM: 21087 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 78:1:0:1 _tag_violation
DMEM: 21084 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 78:1:0:1 _tag_violation
DMEM: 21081 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 21078 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 21075 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 68:0:0:0 _tag_violation
DMEM: 21072 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 66:0:0:0 _tag_violation
DMEM: 21069 3800 1 105956:0 0:0 968:968 0:0 968:968 968:968 968:968 52:1:0:1 _tag_violation
DMEM: 20918 3800 1 105956:0 0:0 15631:15631 0:0 13378:13378 49192:49192 26558:26558 64:7:0:7 _tag_violation
DMEM: 20915 3800 1 105956:0 0:0 15631:15631 0:0 13378:13378 49192:49192 26558:26558 64:7:0:7 _tag_violation
DMEM: 20912 3800 1 105956:0 0:0 15631:15631 0:0 13378:13378 49192:49192 26558:26558 58:7:0:7 _tag_violation
DMEM: 20909 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 38:1:0:1 _tag_violation
DMEM: 20906 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 20903 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 20900 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 26:0:0:0 _tag_violation
DMEM: 20749 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20746 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20743 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20740 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20737 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20734 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20731 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20728 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 20725 3800 1 105956:0 0:0 28586:166126 0:0 28586:166126 28586:166126 28586:166126 46:11:0:11 _tag_violation
DMEM: 20542 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 20539 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 24:0:0:0 _tag_violation
DMEM: 20536 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 28:0:0:0 _tag_violation
DMEM: 20533 3800 1 105956:0 0:0 968:1936 0:0 968:1936 968:1936 968:1936 28:2:0:2 _tag_violation
DMEM: 20460 3800 1 105956:0 0:0 1227:6520 2:2 1227:5899 1227:6520 1227:5899 30:6:0:6 _enclose_q
DMEM: 20439 3800 1 105956:0 0:0 8294:25228 365:365 8294:22046 8294:25228 8294:22046 30:6:0:6 _enclose_q
DMEM: 20333 3800 1 105956:0 0:0 8671:47560 365:365 8671:44378 8671:47560 8671:44378 30:6:0:6 _enclose_q
DMEM: 20312 3800 1 105956:0 0:0 15826:65915 1509:1509 15826:60718 15826:65915 15826:60718 30:6:0:6 _enclose_q
DMEM: 20206 3800 1 105956:0 0:0 15826:70937 1509:1509 15826:65740 15826:70937 15826:65740 30:6:0:6 _enclose_q
DMEM: 20185 3800 1 105956:0 0:0 18397:78691 1579:1579 18397:71868 18397:78691 18397:71868 30:6:0:6 _enclose_q
DMEM: 20079 3800 1 105956:0 0:0 24604:121468 1579:1579 24604:114645 24604:121468 24604:114645 32:6:0:6 _enclose_q
DMEM: 20058 3800 1 105956:0 0:0 28586:152312 2537:2537 28586:135970 28586:152312 28586:135970 32:6:0:6 _enclose_q
DMEM: 19949 3800 1 105956:0 0:0 28586:155972 2537:2537 28586:139630 28586:155972 28586:139630 32:6:0:6 _enclose_q
DMEM: 19928 3800 1 105956:0 0:0 25824:121140 19:19 25824:112511 75158:251014 27707:158295 32:6:0:6 _enclose_q
DMEM: 19783 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 28:0:0:0 _tag_violation
DMEM: 19780 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:3:0:3 _tag_violation
DMEM: 19777 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 28:3:0:3 _tag_violation
DMEM: 19774 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:3:0:3 _tag_violation
DMEM: 19754 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 42:0:0:0 _tag_violation
DMEM: 19751 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 19748 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 46:0:0:0 _tag_violation
DMEM: 19745 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 46:0:0:0 _tag_violation
DMEM: 19742 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 72:0:0:0 _tag_violation
DMEM: 19739 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 72:0:0:0 _tag_violation
DMEM: 19736 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:0:0:0 _tag_violation
DMEM: 19733 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19730 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 76:0:0:0 _tag_violation
DMEM: 19727 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 38:0:0:0 _tag_violation
DMEM: 19724 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 19721 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 44:1:0:1 _tag_violation
DMEM: 19718 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:0:0:0 _tag_violation
DMEM: 19715 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 102:0:0:0 _tag_violation
DMEM: 19712 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 66:0:0:0 _tag_violation
DMEM: 19709 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 19706 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 19703 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 24:0:0:0 _tag_violation
DMEM: 19432 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19429 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19426 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19423 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19420 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19417 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19414 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19411 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 52:0:0:0 _tag_violation
DMEM: 19408 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19405 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19402 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 48:0:0:0 _tag_violation
DMEM: 19399 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 44:0:0:0 _tag_violation
DMEM: 19396 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 48:0:0:0 _tag_violation
DMEM: 19393 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 56:0:0:0 _tag_violation
DMEM: 19390 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:0:0:0 _tag_violation
DMEM: 19387 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 28:0:0:0 _tag_violation
DMEM: 19384 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 72:0:0:0 _tag_violation
DMEM: 19381 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 72:0:0:0 _tag_violation
DMEM: 19378 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:0:0:0 _tag_violation
DMEM: 19375 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19372 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 76:0:0:0 _tag_violation
DMEM: 19369 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 38:0:0:0 _tag_violation
DMEM: 19366 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19363 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:0:0:0 _tag_violation
DMEM: 19360 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 48:0:0:0 _tag_violation
DMEM: 19357 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 44:0:0:0 _tag_violation
DMEM: 19354 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 48:0:0:0 _tag_violation
DMEM: 19334 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 40:2:0:2 _tag_violation
DMEM: 19314 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19302 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19299 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 44:2:0:2 _tag_violation
DMEM: 19296 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 44:2:0:2 _tag_violation
DMEM: 19275 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19272 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19269 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19266 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19263 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19260 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19257 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19254 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19251 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19248 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19245 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19242 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 19167 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19164 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19161 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19158 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19155 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19152 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19149 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19146 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19143 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19140 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19137 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19134 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19059 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19056 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19053 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19050 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19047 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19044 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19041 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19038 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19035 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19032 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19029 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 19026 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18951 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18948 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18945 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18942 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18939 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18936 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18933 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18930 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18927 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18924 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18921 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18918 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18843 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18840 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18837 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18834 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18831 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18828 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18825 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18822 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18819 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18816 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18813 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18810 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18750 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 30:1:0:1 _tag_violation
DMEM: 18711 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18708 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18705 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18702 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18699 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18696 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18693 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18690 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18687 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18684 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18681 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18678 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18585 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18582 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18579 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18576 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18573 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18570 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18567 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18564 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18561 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18558 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18555 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18552 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18549 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18546 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18543 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18540 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18537 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18534 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18423 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18420 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18417 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18414 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18411 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18408 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18405 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18402 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18399 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18396 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18393 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18390 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18387 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18384 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18381 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18378 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 34:1:0:1 _tag_violation
DMEM: 18375 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18372 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 36:1:0:1 _tag_violation
DMEM: 18261 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
DMEM: 18258 3800 1 105956:0 0:0 0:0 0:0 0:0 0:0 0:0 32:1:0:1 _tag_violation
